datetime,rank,nat,sail,surname,name,lat_deg,lat,lon_deg,lon,last30min_heading_deg,last30min_speed_kts,last30min_VMG_kts,last30min_distance_nm,since_last_standings_heading_deg,since_last_standings_speed_kts,since_last_standings_VMG_kts,since_last_standings_distance_nm,last24hrs_heading_deg,last24hrs_speed_kts,last24hrs_VMG_kts,last24hrs_distance_nm,distance_to_finish_nm,distance_to_leader_nm
2025-01-14T10:00:00Z,12,FRA,FRA 15,Crémer,Clarisse,06°46.45'S,-6.774166584014893,31°31.85'W,-31.530834197998047,5,21.7,20.9,10.8,1,20.8,19.7,83,354,18.5,16.9,444.4,3608.6,3502.6
2025-01-14T10:00:00Z,13,GBR,FRA 109,Davies,Samantha,08°19.31'S,-8.321833610534668,31°26.81'W,-31.44683265686035,1,20.6,19.5,10.3,4,19.9,19.2,79.6,350,18.4,16.4,442,3694.3,3588.3
2025-01-14T10:00:00Z,14,FRA,FRA 10,Attanasio,Romain,21°47.47'S,-21.791166305541992,34°58.95'W,-34.98249816894531,20,6,6,3,26,12.3,12.2,49.1,15,12.2,12.2,293.7,4524.7,4418.7
2025-01-14T10:00:00Z,15,FRA,FRA 29,Le Cam,Jean,27°00.15'S,-27.002500534057617,30°50.12'W,-30.8353328704834,345,8.4,7.2,4.2,352,7.8,7.2,31.3,45,5.5,4.9,133.1,4751.8,4645.8
2025-01-14T10:00:00Z,16,FRA,FRA 13,Séguin,Damien,27°21.83'S,-27.363832473754883,30°01.13'W,-30.01883316040039,321,12.7,7.3,6.4,52,9.6,7.7,38.2,28,7.6,7.4,182.3,4760.7,4654.7
2025-01-14T10:00:00Z,17,FRA,FRA 30,Ferré,Benjamin,24°59.14'S,-24.985666275024414,38°39.03'W,-38.6505012512207,322,7.4,3.7,3.7,351,6.8,5.8,27.1,7,11.5,11.1,276.4,4776,4670
2025-01-14T10:00:00Z,18,SUI,SUI 7,Roura,Alan,27°50.49'S,-27.84149932861328,29°10.07'W,-29.16783332824707,61,11.9,8.3,5.9,354,6.9,6.5,27.8,44,7.6,6.7,181.6,4776.3,4670.3
2025-01-14T10:00:00Z,19,FRA,FRA 1000,Le Turquais,Tanguy,25°17.65'S,-25.294166564941406,38°18.18'W,-38.303001403808594,56,8.9,7.3,4.4,54,12.2,10.4,48.8,30,13.4,13.4,322.4,4786.2,4680.2
2025-01-14T10:00:00Z,20,FRA,FRA 27,Joschke,Isabelle,25°40.34'S,-25.672332763671875,37°59.42'W,-37.990333557128906,275,8.6,-2.4,4.3,285,3.5,-0.4,14,359,5.8,5.4,139.4,4801,4695
2025-01-14T10:00:00Z,21,ITA,ITA 34,Pedote,Giancarlo,25°57.57'S,-25.95949935913086,37°10.10'W,-37.1683349609375,72,4.7,3,2.4,45,2.7,2.5,10.8,12,5.9,5.8,141.8,4801.1,4695.1
2025-01-14T10:00:00Z,22,NZL,NZL 64,Colman,Conrad,29°36.53'S,-29.60883331298828,39°05.49'W,-39.09149932861328,41,11,10.4,5.5,44,12.3,11.4,49,26,15.3,15.3,367.5,5042.3,4936.3
2025-01-14T10:00:00Z,23,FRA,FRA 22,Soudée,Guirec,37°16.76'S,-37.279335021972656,41°30.43'W,-41.50716781616211,65,12.6,9.4,6.3,54,8.9,7.7,35.7,23,9,9,216.1,5514.2,5408.2
2025-01-14T10:00:00Z,24,FRA,FRA 83,Marsset,Sébastien,37°48.55'S,-37.809165954589844,46°12.71'W,-46.21183395385742,317,3.2,1.2,1.6,331,2.3,1.3,9.2,14,6.3,6.2,151.5,5636.1,5530.1
2025-01-14T10:00:00Z,25,FRA,FRA 172,Duc,Louis,38°26.55'S,-38.442501068115234,46°34.24'W,-46.5706672668457,290,5.4,-0.6,2.7,44,2.9,2.7,11.5,5,6.2,5.8,149.8,5677.7,5571.7
2025-01-14T10:00:00Z,26,JPN,JPN 11,Shiraishi,Kojiro,38°34.94'S,-38.582332611083984,49°30.56'W,-49.509334564208984,44,11.1,10.7,5.5,31,9.4,9.4,37.5,340,6.3,4.2,151.4,5748.4,5642.3
2025-01-14T10:00:00Z,27,FRA,FRA 14,Boissières,Arnaud,41°11.75'S,-41.19583511352539,45°41.18'W,-45.68633270263672,78,10.8,6.6,5.4,52,13.5,12.1,53.8,52,13.3,12.3,320.1,5808.5,5702.5
2025-01-14T10:00:00Z,28,FRA,FRA 01,Dorange,Violette,42°11.67'S,-42.19449996948242,48°47.62'W,-48.79366683959961,36,11.6,11.5,5.8,41,9.6,9.4,38.6,41,11.4,11.2,273.1,5924.6,5818.6
2025-01-14T10:00:00Z,29,SUI,SUI 49,Heer,Oliver,56°05.81'S,-56.096832275390625,69°26.54'W,-69.44233703613281,82,14.9,14.8,7.4,85,14.8,14.8,59.3,82,14.1,13.9,338.4,7084.9,6978.9
2025-01-14T10:00:00Z,30,FRA,FRA 1461,Cornic,Antoine,56°38.21'S,-56.63683319091797,78°34.27'W,-78.5711669921875,75,12.8,12.4,6.4,71,13.7,13.1,54.7,89,13.3,13.2,319.3,7389.7,7283.7
2025-01-14T10:00:00Z,31,CHN,CHN 5,Xu,Jingkun,57°03.99'S,-57.06650161743164,80°42.88'W,-80.71466827392578,136,11.3,7.5,5.6,135,11.9,8.8,47.7,92,11.6,11.6,278.2,7461,7355
2025-01-14T10:00:00Z,32,FRA,FRA 71,Cousin,Manuel,54°05.07'S,-54.08449935913086,118°46.90'W,-118.78166961669922,104,9.9,9.7,5,103,10.2,9.9,40.8,97,11.4,10.6,274.3,8746.5,8640.5
2025-01-14T10:00:00Z,33,FRA,FRA 56,Amedeo,Fabrice,53°57.07'S,-53.951168060302734,119°17.06'W,-119.28433227539063,102,11.1,10.8,5.5,95,7.5,7,29.9,96,10.6,9.8,254.7,8766,8660
2025-01-14T10:00:00Z,34,BEL,BEL 207,Van Weynbergh,Denis,53°34.55'S,-53.57583236694336,127°24.19'W,-127.40316772460938,128,8.7,8.3,4.3,119,11,10.9,44,89,9.1,8.5,217.7,9036.9,8930.9
2025-01-14T10:00:00Z,RET,FRA,FRA 5,Bellion,Eric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-14T10:00:00Z,RET,FRA,FRA 17,Bestaven,Yannick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-14T10:00:00Z,RET,GBR,GBR 777,Hare,Pip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-14T10:00:00Z,RET,HUN,HUN 23,Weöres,Szabolcs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-14T10:00:00Z,RET,FRA,FRA 18,Burton,Louis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-14T10:00:00Z,RET,FRA,FRA 53,Sorel,Maxime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-14T14:00:00Z,2,FRA,FRA 24,Richomme,Yoann,46°46.95'N,46.782501220703125,03°37.34'W,-3.622333288192749,139,8,6.5,4,148,8.9,7.6,35.6,94,8.2,8.2,195.9,77.8,0
2025-01-14T14:00:00Z,3,FRA,FRA 112,Simon,Sébastien,43°49.72'N,43.82866668701172,18°06.08'W,-18.101333618164063,60,16.3,16,8.1,50,20.3,19.3,81.3,39,17.9,17.1,428.6,707.3,629.5
2025-01-14T14:00:00Z,4,FRA,FRA 3,Beyou,Jérémie,08°42.69'N,8.71150016784668,30°57.60'W,-30.959999084472656,352,16.6,13.9,8.3,354,17.1,14.8,68.5,348,14.9,12.5,358.5,2735.8,2658
2025-01-14T14:00:00Z,5,GBR,FRA 100,Goodchild,Sam,08°29.91'N,8.498499870300293,30°49.11'W,-30.818500518798828,355,16.2,14.1,8.1,356,16.9,14.8,67.4,348,14.3,12,343.9,2743.8,2666
2025-01-14T14:00:00Z,6,FRA,FRA 2030,Meilhat,Paul,08°16.80'N,8.279999732971191,31°01.56'W,-31.025999069213867,294,1.6,0,0.8,357,14.1,12.6,56.5,349,14.9,12.5,356.6,2760.9,2683.1
2025-01-14T14:00:00Z,7,FRA,FRA 85,Lunven,Nicolas,05°14.12'N,5.235333442687988,29°32.93'W,-29.5488338470459,352,17.1,14.8,8.6,355,13.8,12.3,55.1,359,13.7,12.8,328.7,2893,2815.2
2025-01-14T14:00:00Z,8,SUI,FRA 08,Mettraux,Justine,03°10.44'N,3.1740000247955322,29°49.19'W,-29.819833755493164,341,13.2,10,6.6,351,14.6,12.6,58.5,2,18.4,17.5,441.7,3013.8,2936
2025-01-14T14:00:00Z,9,FRA,FRA 59,Ruyant,Thomas,03°37.64'N,3.627333402633667,31°54.29'W,-31.90483283996582,356,16.5,14.6,8.3,348,13.9,11.4,55.5,358,12,11,288.7,3037,2959.2
2025-01-14T14:00:00Z,10,GER,MON 1297,Herrmann,Boris,03°21.24'N,3.3540000915527344,33°15.77'W,-33.26283264160156,338,16.5,11.3,8.3,346,16.6,13.1,66.3,353,13.3,11.6,319.7,3085.4,3007.6
2025-01-14T14:00:00Z,11,FRA,FRA 15,Crémer,Clarisse,05°20.49'S,-5.3414998054504395,31°23.29'W,-31.388166427612305,8,21.2,20.7,10.6,6,21.6,20.9,86.4,357,19.3,18.1,464.1,3524.9,3447.1
2025-01-14T14:00:00Z,12,FRA,FRA 09,Dutreux,Benjamin,05°48.99'S,-5.816500186920166,30°15.06'W,-30.250999450683594,1,21,20,10.5,357,20.5,19.1,82.2,355,19.8,18.3,474.4,3528.8,3451
2025-01-14T14:00:00Z,13,GBR,FRA 109,Davies,Samantha,06°56.63'S,-6.943833351135254,31°25.30'W,-31.421667098999023,329,9.4,5.9,4.7,1,20.7,19.6,82.8,354,19.3,17.6,463.9,3615.9,3538.1
2025-01-14T14:00:00Z,14,FRA,FRA 10,Attanasio,Romain,21°13.19'S,-21.219833374023438,34°23.72'W,-34.39533233642578,10,11,10.8,5.5,44,11.9,10.9,47.5,22,11.2,11.2,269.6,4481.4,4403.6
2025-01-14T14:00:00Z,15,FRA,FRA 29,Le Cam,Jean,26°33.34'S,-26.555665969848633,30°45.95'W,-30.765832901000977,290,9.1,0.6,4.5,8,6.8,6.7,27.1,42,5.6,5.1,134,4725,4647.2
2025-01-14T14:00:00Z,16,FRA,FRA 13,Séguin,Damien,26°46.42'S,-26.773666381835938,29°55.13'W,-29.918832778930664,54,11.3,8.9,5.7,9,9,8.9,35.8,23,7.4,7.4,178.6,4725.1,4647.3
2025-01-14T14:00:00Z,17,SUI,SUI 7,Roura,Alan,27°21.39'S,-27.35650062561035,29°04.91'W,-29.081832885742188,323,5.7,3.5,2.8,9,7.4,7.3,29.5,38,6.9,6.4,166.6,4747,4669.2
2025-01-14T14:00:00Z,18,FRA,FRA 30,Ferré,Benjamin,24°38.16'S,-24.63599967956543,38°22.86'W,-38.38100051879883,52,7.4,6.4,3.7,35,6.4,6.2,25.6,8,9.8,9.5,234.7,4751,4673.2
2025-01-14T14:00:00Z,19,FRA,FRA 1000,Le Turquais,Tanguy,24°57.22'S,-24.95366668701172,38°04.19'W,-38.06983184814453,45,8.5,7.8,4.3,32,6,5.9,24.1,29,12,12,289.1,4762.5,4684.7
2025-01-14T14:00:00Z,20,FRA,FRA 27,Joschke,Isabelle,25°17.84'S,-25.297332763671875,37°41.36'W,-37.689334869384766,39,8,7.6,4,36,7,6.7,27.8,3,6.1,5.8,145.9,4774.1,4696.3
2025-01-14T14:00:00Z,21,ITA,ITA 34,Pedote,Giancarlo,25°43.94'S,-25.73233413696289,37°22.69'W,-37.37816619873047,51,10,8.7,5,320,4.4,2.2,17.7,358,5,4.6,120,4792.4,4714.6
2025-01-14T14:00:00Z,22,NZL,NZL 64,Colman,Conrad,29°03.26'S,-29.054332733154297,38°30.99'W,-38.51649856567383,55,12.6,10.5,6.3,42,11.2,10.5,44.9,30,14.4,14.3,346.3,5000.3,4922.5
2025-01-14T14:00:00Z,23,FRA,FRA 22,Soudée,Guirec,36°44.57'S,-36.74283218383789,40°46.71'W,-40.778499603271484,47,12.3,11.2,6.1,47,11.9,10.8,47.5,31,9.2,9.1,220.7,5471,5393.2
2025-01-14T14:00:00Z,24,FRA,FRA 83,Marsset,Sébastien,37°25.18'S,-37.4196662902832,46°23.40'W,-46.38999938964844,358,8,7.1,4,340,6.2,4.3,24.9,2,6.4,5.8,152.7,5618.9,5541.1
2025-01-14T14:00:00Z,25,FRA,FRA 172,Duc,Louis,38°04.11'S,-38.06850051879883,47°13.89'W,-47.23149871826172,309,10.4,2.2,5.2,306,9.6,1.6,38.4,344,6.6,4.9,159.1,5671.5,5593.7
2025-01-14T14:00:00Z,26,JPN,JPN 11,Shiraishi,Kojiro,38°11.29'S,-38.188167572021484,48°50.56'W,-48.84266662597656,55,9.2,8.2,4.6,53,9.8,8.9,39.3,339,6.4,4.3,154.6,5712.7,5634.9
2025-01-14T14:00:00Z,27,FRA,FRA 14,Boissières,Arnaud,40°44.35'S,-40.739166259765625,45°00.61'W,-45.01016616821289,38,9.7,9.5,4.9,48,10.3,9.5,41.1,51,13,12.1,312.7,5770.5,5692.7
2025-01-14T14:00:00Z,28,FRA,FRA 01,Dorange,Violette,41°36.99'S,-41.61650085449219,47°57.71'W,-47.96183395385742,63,13.1,10.6,6.6,47,12.7,12,50.9,42,11.7,11.5,281.1,5876.7,5798.9
2025-01-14T14:00:00Z,29,SUI,SUI 49,Heer,Oliver,56°05.72'S,-56.095333099365234,67°58.54'W,-67.97566986083984,89,12.5,12.1,6.3,89,12.3,12.3,49.1,82,13.9,13.7,332.5,7036.4,6958.6
2025-01-14T14:00:00Z,30,FRA,FRA 1461,Cornic,Antoine,56°26.99'S,-56.449832916259766,77°04.15'W,-77.06916809082031,77,13,12.7,6.5,77,12.7,12.5,51,80,14,13.6,334.9,7339.8,7262
2025-01-14T14:00:00Z,31,CHN,CHN 5,Xu,Jingkun,57°42.64'S,-57.71066665649414,79°36.22'W,-79.603668212890625,144,14.2,6.4,7.1,137,13.2,8.6,52.8,97,11.4,11.4,273.2,7429.2,7351.4
2025-01-14T14:00:00Z,32,FRA,FRA 71,Cousin,Manuel,54°20.19'S,-54.33649826049805,117°26.36'W,-117.4393310546875,105,12.7,12.6,6.4,107,12.4,12.3,49.5,95,11.4,10.5,272.6,8697.4,8619.6
2025-01-14T14:00:00Z,33,FRA,FRA 56,Amedeo,Fabrice,54°09.24'S,-54.15399932861328,118°00.41'W,-118.0068359375,106,11.8,11.7,5.9,105,11.7,11.5,46.6,95,10.4,9.6,250.2,8720,8642.2
2025-01-14T14:00:00Z,34,BEL,BEL 207,Van Weynbergh,Denis,54°03.72'S,-54.0620002746582,126°32.07'W,-126.53450012207031,138,10.7,9.3,5.3,133,10.6,9.9,42.4,93,8.9,8.6,214.5,8997.8,8920
2025-01-14T14:00:00Z,RET,FRA,FRA 5,Bellion,Eric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-14T14:00:00Z,RET,FRA,FRA 17,Bestaven,Yannick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-14T14:00:00Z,RET,GBR,GBR 777,Hare,Pip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-14T14:00:00Z,RET,HUN,HUN 23,Weöres,Szabolcs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-14T14:00:00Z,RET,FRA,FRA 18,Burton,Louis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-14T14:00:00Z,RET,FRA,FRA 53,Sorel,Maxime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-14T18:00:00Z,2,FRA,FRA 24,Richomme,Yoann,46°39.44'N,46.65733337402344,03°01.80'W,-3.0299999713897705,106,8.9,8.9,0.3,107,6.4,6.4,25.5,106,6.7,6.7,159.9,52.4,0
2025-01-14T18:00:00Z,3,FRA,FRA 112,Simon,Sébastien,44°29.04'N,44.48400115966797,17°11.30'W,-17.18833351135254,34,14.6,11.1,7.3,45,13.9,12.5,55.6,43,17.7,17,424.2,658,605.7
2025-01-14T18:00:00Z,4,FRA,FRA 3,Beyou,Jérémie,09°42.11'N,9.701833724975586,31°11.96'W,-31.19933319091797,348,14.9,11.7,7.4,347,15.3,11.9,61.1,349,15.8,13.2,378.3,2688.3,2635.9
2025-01-14T18:00:00Z,5,GBR,FRA 100,Goodchild,Sam,09°26.18'N,9.436333656311035,31°01.96'W,-31.03266716003418,349,13.9,11.1,6.9,347,14.4,11.4,57.7,350,15,12.7,359.9,2698.3,2645.9
2025-01-14T18:00:00Z,6,FRA,FRA 2030,Meilhat,Paul,08°44.88'N,8.748000144958496,31°10.30'W,-31.171667098999023,346,13.2,10.2,6.6,343,7.4,5.4,29.4,351,14.4,12.3,344.7,2739.2,2686.8
2025-01-14T18:00:00Z,7,FRA,FRA 85,Lunven,Nicolas,06°22.83'N,6.380499839782715,29°45.28'W,-29.754667282104492,346,15.3,12.2,7.7,350,17.5,14.7,69.8,356,13.9,12.7,334,2834.2,2781.9
2025-01-14T18:00:00Z,8,SUI,FRA 08,Mettraux,Justine,04°05.19'N,4.08650016784668,30°09.00'W,-30.149999618530273,341,14.3,10.8,7.2,340,14.6,10.9,58.3,358,17.6,16.3,423,2970.4,2918.1
2025-01-14T18:00:00Z,9,FRA,FRA 59,Ruyant,Thomas,04°41.49'N,4.691500186920166,32°13.61'W,-32.22683334350586,342,16.8,12.4,8.4,343,16.7,12.7,66.7,353,13,11.4,311.8,2986.5,2934.2
2025-01-14T18:00:00Z,10,GER,MON 1297,Herrmann,Boris,04°09.29'N,4.1548333168029785,33°35.63'W,-33.593833923339844,334,12.3,7.7,6.2,338,13,8.8,52,350,13.6,11.4,325.4,3050.2,2997.9
2025-01-14T18:00:00Z,11,FRA,FRA 15,Crémer,Clarisse,03°56.58'S,-3.943000078201294,31°07.80'W,-31.1299991607666,12,23.3,23.1,11.7,10,21.3,21,85.4,1,20.1,19.1,482.2,3440.8,3388.5
2025-01-14T18:00:00Z,12,FRA,FRA 09,Dutreux,Benjamin,04°23.90'S,-4.398333549499512,30°13.33'W,-30.222166061401367,6,20.3,19.8,10.2,1,21.3,20.2,85.2,357,20.7,19.4,498,3447.9,3395.5
2025-01-14T18:00:00Z,13,GBR,FRA 109,Davies,Samantha,05°39.01'S,-5.6501665115356445,31°21.72'W,-31.36199951171875,359,17.9,16.7,9,3,19.4,18.6,77.7,357,19.7,18.4,472.6,3541.8,3489.4
2025-01-14T18:00:00Z,14,FRA,FRA 10,Attanasio,Romain,20°16.91'S,-20.28183364868164,34°25.62'W,-34.426998138427734,357,14.4,13.3,7.2,358,14.1,13.1,56.3,23,11.5,11.5,276,4428.9,4376.5
2025-01-14T18:00:00Z,15,FRA,FRA 13,Séguin,Damien,26°15.40'S,-26.25666618347168,29°15.58'W,-29.259666442871094,42,12.2,10.9,6.1,49,11.8,9.9,47.1,29,7.8,7.6,190.5,4685.7,4633.4
2025-01-14T18:00:00Z,16,FRA,FRA 29,Le Cam,Jean,26°08.69'S,-26.144832611083984,31°01.30'W,-31.02166748046875,334,8.2,6,4.1,331,7.1,5,28.2,28,4.9,4.8,118.5,4705.3,4652.9
2025-01-14T18:00:00Z,17,SUI,SUI 7,Roura,Alan,26°58.16'S,-26.96933364868164,28°21.96'W,-28.365999221801758,54,11,8.5,5.5,59,11.2,8.1,44.8,43,7.3,6.6,176.3,4714.8,4662.4
2025-01-14T18:00:00Z,18,FRA,FRA 30,Ferré,Benjamin,24°15.38'S,-24.256332397460938,38°02.46'W,-38.04100036621094,71,8.8,5.8,4.4,39,7.4,7,29.4,13,8.8,8.7,212.3,4723,4670.6
2025-01-14T18:00:00Z,19,FRA,FRA 1000,Le Turquais,Tanguy,24°39.62'S,-24.66033363342285,37°39.65'W,-37.660831451416016,61,7.3,5.6,3.7,52,7.1,6.1,28.4,32,10.6,10.5,254.9,4737.9,4685.6
2025-01-14T18:00:00Z,20,ITA,ITA 34,Pedote,Giancarlo,25°15.01'S,-25.250165939331055,37°08.93'W,-37.148834228515625,52,13.1,11.2,6.6,23,7.9,7.9,31.5,4,5.5,5.3,133,4760.9,4708.6
2025-01-14T18:00:00Z,21,FRA,FRA 27,Joschke,Isabelle,25°04.61'S,-25.076833724975586,38°07.71'W,-38.128501892089844,296,12.2,0.9,6.1,299,6.8,0.9,27.3,355,6.1,5.5,147.5,4770.5,4718.2
2025-01-14T18:00:00Z,22,NZL,NZL 64,Colman,Conrad,28°20.23'S,-28.33716583251953,37°57.74'W,-37.96233367919922,26,14.2,14.2,7.1,34,13,12.7,52,31,13.8,13.7,331.8,4949.6,4897.2
2025-01-14T18:00:00Z,23,FRA,FRA 22,Soudée,Guirec,36°06.20'S,-36.10333251953125,40°07.84'W,-40.13066482543945,44,12.5,11.6,6.3,39,12.4,11.9,49.5,36,9.8,9.6,234.6,5423.6,5371.2
2025-01-14T18:00:00Z,24,FRA,FRA 83,Marsset,Sébastien,36°56.33'S,-36.93883514404297,46°34.38'W,-46.573001861572266,335,7.8,4.9,3.9,343,7.5,5.5,30.2,350,6.7,5.4,160.6,5596.9,5544.5
2025-01-14T18:00:00Z,25,FRA,FRA 172,Duc,Louis,37°30.04'S,-37.500667572021484,47°48.51'W,-47.80849838256836,311,10.5,2.5,5.2,321,10.9,4.6,43.7,332,7.6,4.5,182.2,5653.5,5601.2
2025-01-14T18:00:00Z,26,JPN,JPN 11,Shiraishi,Kojiro,37°42.70'S,-37.711666107177734,48°14.89'W,-48.248165130615234,42,9.8,9.5,4.9,44,10,9.6,40.1,346,6.6,5,158.3,5674.4,5622
2025-01-14T18:00:00Z,27,FRA,FRA 14,Boissières,Arnaud,40°13.12'S,-40.218666076660156,44°27.05'W,-44.45083236694336,40,10.1,9.8,5.1,39,10.1,9.8,40.4,49,12.5,11.7,300.9,5731.4,5679
2025-01-14T18:00:00Z,28,FRA,FRA 01,Dorange,Violette,41°07.36'S,-41.12266540527344,47°17.46'W,-47.29100036621094,31,9.9,9.9,5,45,10.6,10.1,42.3,42,11,10.7,263.1,5836.6,5784.2
2025-01-14T18:00:00Z,29,SUI,SUI 49,Heer,Oliver,55°58.69'S,-55.97816848754883,66°42.31'W,-66.705169677734375,69,9.1,8,4.5,80,10.8,8.5,43.2,82,13.4,11,320.4,6998.3,6945.9
2025-01-14T18:00:00Z,30,FRA,FRA 1461,Cornic,Antoine,57°09.50'S,-57.15833282470703,76°09.94'W,-76.16566467285156,152,15.2,4.7,7.6,145,13,7.3,51.9,87,12.6,12.5,301.6,7314.1,7261.8
2025-01-14T18:00:00Z,31,CHN,CHN 5,Xu,Jingkun,58°00.86'S,-58.01433181762695,78°22.83'W,-78.38050079345703,48,12.5,11,6.2,114,10.8,9,43.1,103,11.1,10.9,265.4,7394.5,7342.2
2025-01-14T18:00:00Z,32,FRA,FRA 71,Cousin,Manuel,54°37.07'S,-54.61783218383789,116°07.15'W,-116.1191635131836,115,12.6,12.5,6.3,110,12.3,12.2,49,94,11.3,10.4,270.9,8648.4,8596.1
2025-01-14T18:00:00Z,33,FRA,FRA 56,Amedeo,Fabrice,54°27.86'S,-54.464332580566406,116°47.36'W,-116.7893295288086,121,12.1,12,6.1,113,11.6,11.6,46.5,93,10.1,9.3,243.4,8673.5,8621.1
2025-01-14T18:00:00Z,34,BEL,BEL 207,Van Weynbergh,Denis,53°43.54'S,-53.72566604614258,125°50.43'W,-125.84049987792969,42,9.5,3.2,4.8,50,7.9,4.1,31.8,95,8.6,8.2,205.7,8982,8929.6
2025-01-14T18:00:00Z,RET,FRA,FRA 5,Bellion,Eric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-14T18:00:00Z,RET,FRA,FRA 17,Bestaven,Yannick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-14T18:00:00Z,RET,GBR,GBR 777,Hare,Pip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-14T18:00:00Z,RET,HUN,HUN 23,Weöres,Szabolcs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-14T18:00:00Z,RET,FRA,FRA 18,Burton,Louis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
